Address,Price,Description,Place,Beds,Bath,Sq.Ft,Website
611 Maidstone Dr NE,579900,CA  AB T2A 4B6,Marlborough Park,5,2,1014,RE/MAX House Of Real Estate
5425 Pensacola Crescent SE #26,304900,CA  AB T2A 2G7,Pensacola Gardens,4,2.5,1096,Cir Realty
120 Rundleridge Dr NE,599000,CA  AB T1Y 2K4,Rundle,5,2.5,1086,RE/MAX Real Estate (Central)
2200 Woodview Dr SW #110,224900,CA  AB T2W 3N6,Sierra Gardens,2,1,997,Century 21 Bravo Realty
1524 22A St NW,779000,CA  AB T2N2N9,Hounsfield Heights/Briar Hill,3,2,1656,RE/MAX Aca Realty
6 Martindale Mews NE,449900,CA  AB T3J2V5,Martindale,4,3.5,1060,Zolo Realty
4944 Dalton Dr NW #812,255000,CA  AB T3A 2E6,Dalhousie,2,1,762,Urban-Realty.Ca
6895 78 St NW,449000,CA  AB T3B 4Z3,Silver Springs,3,1.5,1110,RE/MAX Real Estate (Central)
3717 15A St SW #4,459900,CA  AB T2T 4C4,Altadore,4,2,647,Grand Realty
812 14 Ave SW #301,290000,CA  AB T2R 0N6,Beltline,2,1,801,Century 21 Bravo Realty
441 14 Ave NE,675000,CA  AB T3E1E6,Renfrew,4,2,1094,RE/MAX Realty Professionals
2635 Eversyde Ave SW #232,235900,CA  AB T2Y 5G9,Evergreen,1,1,433,RE/MAX Landan Real Estate
615 27 Ave NE,1095000,CA  AB T2E 2A7,Winston Heights/Mountview,4,3.5,2266,RE/MAX Landan Real Estate
41 Panatella Row NW,749000,CA  AB T3K 0V5,Panorama Hills,4,3.5,2158,Exp Realty
31 Erin Woods Dr,450000,CA  AB T2B 2R9,Erin Woods,3,1.5,1113,Exp Realty
131 Everwoods Green SW,729900,CA  AB T2Y 0B6,Evergreen,6,3.5,2073,Century 21 Bamber Realty Ltd.
113 Pantego Ln NW,429900,CA  AB T3K 0T1,Wildstone,2,2.5,1113,RE/MAX Irealty Innovations
131 Kincora Hill NW,949900,CA  AB T3R 0A9,Kincora,6,3.5,2623,Creekside Realty
2440 34 Ave SW #109,279900,CA  AB T2T2C8,South CA,1,1,708,Century 21 Bamber Realty Ltd.
88 Edenstone View NW,1360000,CA  AB T3A 4T5,Edgemont,5,3.5,3001,Cir Realty
214 Sherwood Square NW #209,345000,CA  AB T3R 1T6,Sherwood,3,2,891,RE/MAX House Of Real Estate
224 Whitworth Way,439999,CA  AB T1Y6A9,Whitehorn,6,2,946,Exp Realty
136 Citadel Green NW,679900,CA  AB T3G 4G6,Citadel,3,2.5,1922,Cir Realty
5410 Temple Rd NE,475000,CA  AB t1y 3b2,Temple,5,2,1087,Royal Lepage Metro
17 Savanna Villas NE,780000,CA  AB T3j 2E4,Saddle Ridge,5,4,2124,Urban-Realty.Ca
519 Riverfront Ave SE #605,468000,CA  AB T2G 1K6,Downtown East Village,2,2,922,Century 21 Powerrealty.Ca
37 Somerset Circle SW,669800,CA  AB T2Y 3P6,Somerset,4,3.5,2023,RE/MAX Landan Real Estate
116 Rocky Ridge Villas NW,749000,CA  AB T3G4R3,Rocky Ridge,3,3,1416,Maxwell Canyon Creek
215 Parkview Crescent SE,1198900,CA  AB T2J4N9,Parkland,5,3.5,1600,Cir Realty
17 Douglas Ridge Circle SE,649000,CA  AB T2Z 3B6,Douglasdale/Glen,4,3.5,2078,Cir Realty
88 Flavelle Rd SE,550000,CA  AB T2H 1E7,Fairview,3,1,1151,Cir Realty
117 Citadel Hills Circle NW,689000,CA  AB T3G 3V6,Citadel,5,3,1256,Creekside Realty
1 Tuscany Springs Heights NW,599000,CA  AB T3L2S4,Tuscany,4,3.5,1443,Real Estate Professionals Inc.
11620 Elbow Dr SW #834,245000,CA  AB T2W 3L6,Canyon Meadows,2,1,760,Royal Lepage Benchmark
4628 15 Ave NW,895000,CA  AB T3B 0L7,Montgomery,4,3.5,1823,Urban-Realty.Ca
7 Deer Place SE,550000,CA  AB T2J6W6,Deer Run,4,3,1252,2% Realty
49 Sunlake Rd SE,790000,CA  AB T2X 3G8,Sundance,4,3,1323,Exp Realty
421 11 St NW,1700000,CA  AB T2N 1X5,Hillhurst,4,3.5,2575,RE/MAX Real Estate (Central)
1138 19 Ave NW,498000,CA  AB T2M 0Z9,Capitol Hill,4,2,939,Classic Property Management & Realty Ltd
550 Riverfront Ave SE #705,299900,CA  AB T2G 1E5,Downtown East Village,1,1.5,550,Real Estate Professionals Inc.
157 Edith Villas NW,939900,CA  AB T3R 1Y8,Glacier Ridge,5,4,2865,RE/MAX Real Estate (Central)
15233 1 St SE #204,274800,CA  AB T2X 0X5,Midnapore,2,2,696,RE/MAX House Of Real Estate
180 Brightonstone Gardens SE,600000,CA  AB T2Z0C9,New Brighton,4,2.5,1651,RE/MAX Real Estate (Central)
31 Cranarch Terrace SE,1000000,CA  AB T3M 1Z1,Cranston,3,2.5,2178,Listed by Justin Havre
73 Erin Woods Ct SE #3308,179000,CA  AB T2B 3V2,Erin Woods,1,1,579,Comox Realty
130 Panatella St NW #2308,250000,CA  AB T3K0Y6,Panorama Hills,1,1,701,Exp Realty
12 Saddlestone Grove NE,759900,CA  AB T3J0Z6,Saddle Ridge,3,2.5,2078,RE/MAX Complete Realty
7171 Coach Hill Rd SW #1304,374900,CA  AB T3H 3R7,Quinterra,2,2,1208,Cir Realty
28 Point Mckay Ct NW,540000,CA  AB T3B 5B7,Point Mckay Phase I,2,1.5,1254,RE/MAX House Of Real Estate
319 Prestwick Landing SE,570000,CA  AB T2Z3W2,Mckenzie Towne,4,3,1076,Cir Realty
47 Coachwood Place SW,699000,CA  AB T3H 1E1,Coach Hill,5,2.5,2128,RE/MAX House Of Real Estate
3605 16 St SW #102,485000,CA  AB T2T 6X9,Altadore,2,2,905,RE/MAX Irealty Innovations
45 Cougar Ridge Cove SW,949888,CA  AB T3H 0S5,Cougar Ridge,5,3.5,2282,Century 21 Bamber Realty Ltd.
134 Sage Bluff Circle NW,489500,CA  AB T3R 1T5,Sage Hill,3,2.5,1142,Grand Realty
11642 Valley Ridge Park NW #216,499900,CA  AB T3B 5Z5,Valley Ridge,2,2,1473,Iq Real Estate Inc.
722 Copperpond Circle SE,829900,CA  AB T2Z 0R5,Copperfield,4,3.5,2210,Century 21 Elevate Real Estate
425 23 Ave NE,749900,CA  AB T2E 1W1,Winston Heights/Mountview,4,3.5,1529,Listed by Zoe Saraceni
1500 7 St SW #103,585000,CA  AB T2R 1A7,Beltline,2,2.5,1089,Royal Lepage Benchmark
48 Brightondale Green SE,615000,CA  AB T2Z 4N9,New Brighton,4,3.5,1638,Exp Realty
243 Aquila Way NW,690000,CA  AB T3R 1Z9,Glacier Ridge,3,2.5,1600,Bode Platform Inc.
23 Falshire Terrace NE,260000,CA  AB T3J 3B1,Falconridge,2,1,749,City Homes Realty
6868 Sierra Morena Blvd SW #302,449900,CA  AB T3H 3R6,Signal Hill,2,2,1087,Royal Lepage Solutions
75 Chaparral Valley Common SE,575000,CA  AB T2X 0T4,Chaparral,3,2.5,1642,Listed by Justin Havre
20 Legacy Reach Crescent SE,582000,CA  AB T2X 0X6,Legacy,3,2.5,1602,Bode Platform Inc.
20 Sierra Morena Mews SW #108,259900,CA  AB T3H 3K6,Signal Hill,2,2,829,RE/MAX House Of Real Estate
1937 45 Ave SW,1199900,CA  AB T2T 2P4,Altadore,4,3.5,1849,RE/MAX House Of Real Estate
47 Castleridge Dr NE,370000,CA  AB T3J 1P4,Castleridge,3,1.5,1204,Comox Realty
114 Springbank Terrace SW,499888,CA  AB T3H 4S9,Springbank Hill,2,2.5,1262,Exp Realty
15897 Everstone Rd SW,509900,CA  AB T2Y 4E5,Evergreen,3,3,1085,Hope Street Real Estate Corp.
248 Prestwick Estate Way,645000,CA  AB T2Z 4H2,Mckenzie Towne,3,2.5,1983,Real Broker
2844 25A St SW,649900,CA  AB T3E 1Z6,Richmond,4,3.5,1322,Exp Realty
4405 16A St SW,899900,CA  AB T2T4L6,Altadore,4,3.5,1855,RE/MAX Realty Professionals
8002 Cougar Ridge Ave SW,700000,CA  AB T3H5S1,Cougar Ridge,3,3.5,1532,Maxwell Capital Realty
507 57 Ave SW #106,175000,CA  AB T2V 0H3,Windsor Park,1,1,658,Listed by Todd Renneberg
119 Saddlecrest Grove NE,989000,CA  AB T3J 2K3,Saddle Ridge,4,4,2925,Highline Real Estate Inc.
199 Pensville Rd SE,529900,CA  AB T2A 4S6,Penbrooke Meadows,4,1.5,1162,Real Estate Professionals Inc.
656 Legacy Woods Circle SE,879000,CA  AB T2X 0X6,Legacy,3,2.5,2023,Bode Platform Inc.
323 Mahogany Terrace SE,779000,CA  AB T3M 0X5,Mahogany,4,3.5,2299,Cir Realty
2239 31 Ave SW,899000,CA  AB T2T 1T7,Richmond,2,2.5,1517,RE/MAX House Of Real Estate
244 Seton Villas SE,815000,CA  AB T3M 2L3,Seton,4,2.5,2326,Bode Platform Inc.
627 Strathcona Dr SW,799900,CA  AB T3H 1K6,Strathcona Park,5,3.5,1578,Royal Lepage Solutions
198 Creekstone Path SW,724900,CA  AB T2X4Z4,Pine Creek,3,2.5,2284,RE/MAX Real Estate (Mountain View)
10608 Oakfield Dr SW,700000,CA  AB T2W2A9,Cedarbrae,4,2,1062,Renzo Real Estate Inc.
112 Kinlea Way NW,749500,CA  AB T3R 0C5,Kincora,4,2.5,2141,First Place Realty
2420 36 St SE,469000,CA  AB T2B 0Y3,Forest Lawn,4,2,960,Equium Living
611 Edmonton Trl NE #104,300000,CA  AB T2E 3J3,Crescent Heights,2,2,939,Listed by Justin Havre
164 Legacy Reach Park SE,799000,CA  AB T2X 5C6,Legacy,4,3,2327,Bode Platform Inc.
260 21 Ave NE,515000,CA  AB T2E 1S4,Tuxedo Park,4,3.5,1057,Diamond Realty & Associates Ltd.
344 Everglade Circle SW,650000,CA  AB T2Y 4M8,Evergreen,3,2.5,1782,Listed by Justin Havre
1916 36 St SW #4,500000,CA  AB T3E 2Y9,Killarney/Glengarry,2,2.5,1381,Listed by Justin Havre
2320 Erlton St SW #108,420000,CA  AB T2S 2V8,Erlton,2,2,1075,RE/MAX West Real Estate
115 Homestead Close NE,822000,CA  AB T3J 4A9,Homestead,3,2.5,2067,Bode Platform Inc.
261 Auburn Meadows Place,529500,CA  AB T3M 2H6,Auburn Bay,2,2.5,1273,Cir Realty
4455 Greenview Dr NE #C205,175000,CA  AB T2E 6M1,Greenview,2,1,852,Listed by Justin Havre
195 Kincora Glen Rd NW #319,274900,CA  AB T3R 0S3,Kincora,2,1,698,Royal Lepage Solutions
80 Evanswood Circle NW,624999,CA  AB T3P 0K1,Evanston,3,2.5,1942,Royal Lepage Benchmark
8880 Horton Rd SW #413,279900,CA  AB T2V 2W3,Haysboro,1,1,818,The Agency
506 Mckenzie Towne Square SE,438800,CA  AB T2Z 1E3,Mckenzie Towne,2,2.5,1111,The Real Estate Company
85 Kirby Place SW,999888,CA  AB T2V 2K7,Kingsland,4,3.5,1448,Real Broker
2632 1 Ave NW,825000,CA  AB T2N 0C4,West Hillhurst,3,3.5,1568,RE/MAX Real Estate (Central)
426 22 Ave NE,468900,CA  AB T3E 1T7,Winston Heights/Mountview,2,1,811,Cir Realty
3717 15A St SW #3,418000,CA  AB T2T 4C4,Altadore,3,2,646,Grand Realty
29 Springborough Blvd SW #17,430000,CA  AB T3H 5V7,College Gate,2,2.5,1300,Cir Realty
8046 Huntwick Hill NE,449000,CA  AB T2K 4H1,Huntington Hills,4,2,990,Maxwell Capital Realty
2427 Uxbridge Dr NW,1200000,CA  AB T2N 3Z8,University Heights,5,2.5,3240,Royal Lepage Benchmark
127 Martin Crossing Ct NE,388900,CA  AB T3J 3P3,Martindale,3,1.5,1161,Amg Realty
6015 Lloyd Crescent SW,770000,CA  AB T3E 5V8,Lakeview,5,4,1325,Diamond Realty & Associates Ltd.
217 Belmont Green SW,749000,CA  AB T2X4W1,Belmont,3,2.5,2308,Bode Platform Inc.
835 18 Ave SW #302,219900,CA  AB T2T 0G7,Lower Mount Royal,1,1,487,Listed by Breanna Albrecht
1843 76 Ave SE,449500,CA  AB T2C 1P8,Ogden,3,2,977,Exp Realty
167 Douglas Ridge Mews SE,649000,CA  AB T2Z 2M2,Douglasdale/Glen,4,2.5,1254,Real Broker
1727 24 Ave NW,799000,CA  AB T2M 1Z1,Capitol Hill,4,3.5,2154,RE/MAX Real Estate (Central)
24 Hemlock Crescent SW #4408,389500,CA  AB T3C 2Z1,Spruce Cliff,1,1,910,Real Estate Professionals Inc.
521 57 Ave SW #103,199900,CA  AB T2V 4N5,Windsor Park,1,1,675,Diversified Management Southern
203 Prestwick Mews SE,620000,CA  AB T2Z 3X7,Mckenzie Towne,4,3.5,1936,RE/MAX Complete Realty
32 Howse Dr NE,618000,CA  AB T3P 0V4,Livingston,3,2.5,1390,Century 21 Bamber Realty Ltd.
577 Masters Rd SE,619900,CA  AB T3M2W3,Mahogany,3,2.5,1616,Grand Realty
47 Discovery Woods Villas SW,895000,CA  AB T3H 5A7,Discovery Ridge,3,2.5,1423,RE/MAX Real Estate (Central)
115 West Springs Rd SW,725000,CA  AB T3H 4P6,West Springs,4,3.5,1841,RE/MAX Real Estate (Central)
3531 34 Ave SW,999999,CA  AB T3E 0Z6,Rutland Park,4,3.5,1516,Real Broker
107 Queen Tamara Place SE,575000,CA  AB T2A 4G2,Queensland,4,2.5,1286,Beck Real Estate Ltd.
1920 14 Ave NE #206,274500,CA  AB T2E 8V4,Mayland Heights,2,2,1020,Listed by May Davidson
7475 202 Ave SE,525000,CA  AB T3S 0E8,Rangeview,3,2.5,1413,RE/MAX House Of Real Estate
3014 Edenwold Heights NW #3014,249900,CA  AB T3A 3Y8,Edgemont,2,2,866,RE/MAX Real Estate (Central)
680 Cornerstone Blvd NE,599900,CA  AB T3N1J6,Cornerstone,5,4,1555,Real Broker
49 Rocky Ridge Heights NW,700000,CA  AB T3G 4J6,Rocky Ridge,3,3.5,1807,Real Broker
2020 27 Ave SW #1,574800,CA  AB T2T1H5,The Delano,3,2.5,1708,Ally Realty
187 Falwood Way NE,475000,CA  AB T3J 1A9,Falconridge,4,2,836,RE/MAX Real Estate (Central)
226 Citadel Mesa Close NW,599999,CA  AB T3G 5K9,Citadel,3,3,1444,Diamond Realty & Associates Ltd.
4681 Seton Dr SE,275000,CA  AB T3M 0M2,Seton,1,1,458,Cir Realty
79 Edendale Crescent NW,688800,CA  AB T3A 3W8,Edgemont,4,2.5,1263,Homecare Realty Ltd.
152 Copperfield Common SE,724900,CA  AB T2Z 4W9,Copperfield,4,3.5,2348,Real Broker
1219 Sifton Blvd SW,2350000,CA  AB T2T 2L2,Elbow Park,6,3.5,2654,RE/MAX Real Estate (Central)
517 28 Ave NW,2100000,CA  AB T2M 2K9,Mount Pleasant,6,4.5,3190,Real Broker
3745 Fonda Way SE #15,274900,CA  AB T2A5W7,Forest Heights,2,1,904,Cir Realty
108 Country Village Circle NE #102,249900,CA  AB T3K 0E3,Country Hills Village,1,1,651,Century 21 Bravo Realty
1118 12 Ave SW #2002,415000,CA  AB T2R 0J7,Beltline,2,2,820,RE/MAX House Of Real Estate
347 Millrise Square SW,679000,CA  AB t2y4c2,Millrise,4,3.5,2067,Prep Realty
55 Templeton Place NE,519900,CA  AB T1Y 3S1,Temple,3,1.5,1020,First Place Realty
355 Nolancrest Heights NW #201,460000,CA  AB T3R 0Z9,Nolan Park,2,2.5,1233,Exp Realty
615 6 Ave SE #422,339900,CA  AB T2G 1S2,Downtown East Village,1,1,577,Maara Realty Inc.
30 Sage Hill Walk NW #303,455400,CA  AB T3R 2A9,Sage Hill,2,2,913,RE/MAX Real Estate (Central)
44 Cornerbrook Gate NE,599000,CA  AB T3N 1L6,Cornerstone,4,3.5,1190,Cir Realty
36 Lake Adams Place SE,825000,CA  AB T2J 3S8,Lake Bonavista,3,3,1479,Listed by Jamie Newton
99 Spruce Place SW #2406,475000,CA  AB T2R 1S3,Spruce Cliff,2,2,1042,Listed by Justin Havre
532 Panatella Blvd NW,724900,CA  AB t3k0j7,Panorama Hills,4,2.5,2252,Everest Realty And Property Management Corp.
3015 34 Ave SW,739900,CA  AB T3E0Z1,Rutland Park,5,2,1004,Century 21 Bamber Realty Ltd.
16 Shawglen Rd SW,479900,CA  AB T2Y1Y5,Shawnessy,3,1.5,1078,Royal Lepage Solutions
2006 11 Ave SW #101,169900,CA  AB T3C 0P1,Sunalta,1,1,452,Listed by Aleksey Julanov
824 10 St NW #2,339900,CA  AB T2N 1W4,Sunnyside,2,1.5,814,RE/MAX Realty Professionals
29 Kentish Dr SW,689000,CA  AB T2V 2L4,Kingsland,3,3,1043,Exp Realty
7112 5 St SW,799900,CA  AB T2V 1B1,Kingsland,4,3,1083,Grand Realty
4641 128 Ave NE #1501,329000,CA  AB T3N 1T2,Skyview Ranch,2,2,907,2% Realty
1424 Lake Ontario Dr SE,600000,CA  AB T2J 3G6,Bonavista Downs,4,2.5,1245,RE/MAX Realty Professionals
32 Sherwood Circle NW,829900,CA  AB T3R 1R2,Sherwood,4,2.5,2580,RE/MAX Real Estate (Central)
96 Hidden Creek Rise NW,485000,CA  AB T3A6L5,Hidden Valley,3,2.5,1254,Exp Realty
112 Appletree Crescent SE,669900,CA  AB T2A7K6,Applewood Park,4,3.5,1932,Real Broker
124 Evergreen Ln SW,975000,CA  AB T2Y 3T8,Evergreen,4,3.5,2608,Cir Realty
2302 4 Ave NW,1279000,CA  AB T2N 0N9,West Hillhurst,4,3.5,2127,RE/MAX Landan Real Estate
2445 44 St SE,449900,CA  AB T2B 1J5,Forest Lawn,3,2,988,Coldwell Banker Home Smart Real Estate
416 Dalcastle Mews NW,775000,CA  AB T3A 2P2,Dalhousie,4,3.5,1838,RE/MAX Realty Professionals
10 Mahogany Mews SE #309,314900,CA  AB T3M 2R1,Mahogany,2,1,618,RE/MAX Irealty Innovations
135 Wood Valley Bay SW,779900,CA  AB T2W 5Y1,Woodbine,4,2.5,2330,Skyrock
1010 Regal Crescent NE,709000,CA  AB T2E 5H1,Renfrew,5,2,1187,Stratten Gates Real Estate Ltd.
77 Evercreek Bluffs Crescent SW,774900,CA  AB T2Y 4P2,Evergreen,3,2.5,2294,Exp Realty
1729 25 Ave SW,849000,CA  AB T2T 1A2,Bankview,3,2,856,Real Broker
817 15 Ave SW #509,314900,CA  AB T2R0H8,Beltline,1,1,645,Exp Realty
9 Taraglen Rd NE,489000,CA  AB T3J 2N7,Taradale,5,2,939,Diamond Realty & Associates Ltd.
912 15 Ave NE,699000,CA  AB T2E 1J1,Renfrew,4,2,1126,Century 21 Bravo Realty
26 Collingwood Place NW,1089888,CA  AB T2L0P9,Collingwood,5,3,1531,Exp Realty
36 Falton Ct NE,430000,CA  AB T3J 1J3,Falconridge,3,1.5,1216,Cir Realty
28 Cornerbrook Common NE,999000,CA  AB T3N 1M2,Cornerstone,5,4,2676,RE/MAX Irealty Innovations
345 Auburn Crest Way SE,545000,CA  AB T3M 1R1,Auburn Bay,3,2.5,1316,Jessica Chan Real Estate & Management Inc.
291 Seton Rd SE,799000,CA  AB T3M 3L7,Seton,3,2.5,2186,Bode Platform Inc.
111 Tarawood Ln NE #206,349900,CA  AB T3J 0C1,Taradale,3,1.5,1042,Exp Realty
346 Edith Rd NW,989000,CA  AB T3R 1Y9,Glacier Ridge,5,4,2866,Urban-Realty.Ca
2319 56 St NE #77,329900,CA  AB T1Y 2M2,Pineridge Square,3,1.5,989,Cir Realty
3640 27A Ave SE,279900,CA  AB T2B 0E5,Dover,2,1,786,Classic Property Management & Realty Ltd
955 Ranchview Crescent NW,547900,CA  AB T3G 1A4,Ranchlands,3,2.5,1528,2% Realty
1111 6 Ave SW #415,249900,CA  AB T2P 5M5,Downtown West End,1,1,472,Jessica Chan Real Estate & Management Inc.
10 Prestwick Bay SE #1222,284000,CA  AB T2Z 0E6,Mckenzie Towne,2,2,840,Equium Living
3651 Marda Link SW #304,424900,CA  AB T2T 6j7,Garrison Woods,2,1.5,1021,RE/MAX Real Estate (Mountain View)
315 Southampton Dr SW #9303,199000,CA  AB T2W 2T6,Southwood,2,1.5,816,RE/MAX West Real Estate
617 56 Ave SW #104,199500,CA  AB T2V 0G9,Windsor Park,2,1,821,Real Broker
115 Prestwick Villas SE #4301,300000,CA  AB T2Z 0N1,Mckenzie Towne,2,2,928,Cir Realty
77 Sunmills Dr SE,579000,CA  AB T2X 2R4,Sundance,4,2.5,1107,Real Broker
6236 Thornaby Way NW,999900,CA  AB T2K 5K9,Thorncliffe,3,3,1150,Real Estate Professionals Inc.
62 Sanderling Rd NW,569900,CA  AB T3K3S1,Sandstone Valley,3,2.5,1578,RE/MAX Real Estate (Central)
429 29 Ave NE,1149900,CA  AB T2E2C6,Winston Heights/Mountview,2,2.5,1920,RE/MAX Real Estate (Central)
81 Legacy Blvd SE #1326,359900,CA  AB T2X 2B9,Legacy,3,2,948,Greater CA Real Estate
716 Queensland Dr SE,629000,CA  AB T2J 4S9,Queensland,5,3,1339,Real Estate Professionals Inc.
151 Pumpvalley Ct SW,1795000,CA  AB T2V 5E2,Pump Hill,4,3.5,3517,Property Solutions Real Estate Group Inc.
2100 Edenwold Heights NW #2132,265000,CA  AB T3A 3Y2,Edgemont,2,2,877,Grand Realty
888 4 Ave SW #2006,349900,CA  AB T2P 0V2,Eau Claire,1,1,665,Century 21 Elevate Real Estate
55 Coventry Ln NE,399900,CA  AB T3K 4G4,Coventry Hills,3,1.5,1188,Grand Realty
52 Edgepark Crescent NW,799900,CA  AB T3A4C1,Edgemont,3,2.5,1665,Maxwell Canyon Creek
6504 32 Ave NW,550000,CA  AB T3B 0K4,Bowness,2,2,821,Century 21 Bamber Realty Ltd.
153 Chapalina Heights SE,639900,CA  AB T2X 0B1,Chaparral,3,2.5,1877,RE/MAX Real Estate (Central)
24 Hemlock Crescent SW #3206,379900,CA  AB t3c2z1,Spruce Cliff,1,1,925,Maxwell Capital Realty
20 Whitmire Rd NE,479900,CA  AB T1Y 5X5,Whitehorn,3,1.5,1201,RE/MAX Crown
93 Shawinigan Dr SW,589000,CA  AB T2Y2V7,Shawnessy,3,2.5,1664,Everest Realty And Property Management Corp.
1613 Westmount Rd NW,819900,CA  AB T2N 3M2,Hillhurst,2,2,1086,Royal Lepage Mission Real Estate
3250 84 St SE,2400000,CA  AB T2B 3C1,,6,2,2147,RE/MAX Key
4150 Seton Dr SE #217,265000,CA  AB T3M3C7,Seton,1,1,578,Diamond Realty & Associates Ltd.
653 Savanna Blvd NE,489000,CA  AB T3J4B6,Saddle Ridge,4,2.5,1500,2% Realty
24 Hemlock Crescent SW #1303,275000,CA  AB T3C 2Z1,Spruce Cliff,1,1,669,Greater Property Group
70 Panamount Dr NW #7206,224900,CA  AB T3K 6G8,Panorama Hills,1,1,570,RE/MAX Real Estate (Central)
510 6 Ave SE #705,799900,CA  AB T2G1L7,Downtown East Village,2,2,1660,City Homes Realty
19 Herron St NE,659900,CA  AB T3P 1Z1,Livingston,3,2.5,1712,Bode Platform Inc.
21 Rocky Ridge Gardens NW,699000,CA  AB T3G 4V7,Rocky Ridge,4,3,1538,RE/MAX Key
540 14 Ave SW #1440,710000,CA  AB T2R 0M6,Beltline,2,2.5,2122,Century 21 Bamber Realty Ltd.
433 7A St NE,874900,CA  AB T2E 4E9,Bridgeland/Riverside,3,2,927,Diamond Realty & Associates Ltd.
35 Richard Ct SW #114,205000,CA  AB T3E 7N9,Lincoln Park,1,1,450,RE/MAX House Of Real Estate
1106 Colgrove Ave NE,999990,CA  AB T2E5B9,Renfrew,4,3.5,2552,2% Realty
2417 2 St SW #1,210000,CA  AB T2S 1S9,Mission,1,1,400,Equium Living
911 Cranford Ct SE,474977,CA  AB t3m 0w1,Cranston,3,2.5,1102,Maxwell Canyon Creek
2204 1 St SW #202,269900,CA  AB T2S 1P4,Mission,1,1,664,Real Broker
3316 Rideau Place SW #202,460000,CA  AB T2S1Z4,Rideau Park,2,1.5,1023,Homelife Central Real Estate Services
235 11A St NW,2099900,CA  AB T2N 1X9,Hillhurst,4,4.5,2923,RE/MAX Realty Professionals
389 Northmount Dr NW,549900,CA  AB t2k3h4,Highwood,3,2.5,1900,Urban-Realty.Ca
109 Bridlecreek Park SW,549900,CA  AB T2y3n8,Bridlewood,3,2,1078,The Real Estate Company
9800 Horton Rd SW #1906,215000,CA  AB T2V 5B5,Haysboro,1,1,701,Royal Lepage Benchmark
8535 19 Ave SE #424,455000,CA  AB T2A 7W8,,2,1.5,1193,Exp Realty
2224 30 Avenue,1179000,CA  AB T2T 1R7,Richmond,4,3.5,1907,Exp Realty
10 Discovery Ridge Close SW #134,494900,CA  AB T3H 5X3,Discovery Ridge,2,2,1031,CA West Realty
132 Wood Willow Close SW,950000,CA  AB T2W 4H4,Woodlands,6,3.5,2709,Listed by Jamie Newton
641 Cranbrook Gardens SE,889900,CA  AB T3M 3E6,Cranston,4,3.5,2261,Bode Platform Inc.
49 Nolan Hill Blvd NW,455900,CA  AB T3R0S5,Trinity,2,2.5,1202,Exp Realty
220 Seton Grove SE #2212,439900,CA  AB T3M3T1,Seton,2,2,1089,Exp Realty
45 Tuscany Springs Gardens NW,450000,CA  AB T3L2R3,The Mosaic,3,1.5,1073,Prep Realty
190 Setonstone Landing SE,869900,CA  AB T3M 3R5,Seton,4,3,2631,Jayman Realty Inc.
13 Setonstone Passage SE,769000,CA  AB T3M 3R3,Seton,3,2.5,2094,Bode Platform Inc.
240 Edith Walk NW,659900,CA  AB T3R 1Y5,Glacier Ridge,3,2.5,1235,Jayman Realty Inc.
16 Edgeland Crescent NW,689800,CA  AB T3A 4C3,Edgemont,3,2.5,1869,Century 21 Bamber Realty Ltd.
1410 1 St SE #1607,295000,CA  AB T2G5T7,Beltline,1,1,680,Renzo Real Estate Inc.
324 Saddlemont Blvd NE,899000,CA  AB T3J 0M9,Saddle Ridge,6,4,2758,Five Star Realty
3648 Dover Ridge Dr SE,400000,CA  AB T2B 2B4,Dover,4,2,960,First Place Realty
131 Quarry Way SE #305,699900,CA  AB T2C 5L7,Douglasdale/Glen,2,2,1330,RE/MAX Realty Professionals
30 Chaparral Valley Common SE,579900,CA  AB T2X 0T4,Chaparral,3,2.5,1691,Exp Realty
8 Prestwick Pond Terrace SE #302,290000,CA  AB T2Z 4P3,Mckenzie Towne,2,2,852,RE/MAX Real Estate (Central)
1421 7 Ave NW #334,229900,CA  AB T2N 0Z3,Hillhurst,1,1,640,Stonemere Real Estate Solutions
7210 80 Ave NE #417,278800,CA  AB t3j 0n7,Saddle Ridge,2,1,698,Cir Realty
93 Seton Grove SE,749900,CA  AB T3M 2Y7,Seton,3,2.5,2088,Prep Realty
94 River Rock Way SE,499900,CA  AB T2C 4H1,Riverbend,3,2.5,1319,Century 21 Powerrealty.Ca
210 Canova Close SW,1250000,CA  AB T2W 6A6,Canyon Meadows,5,3.5,3218,RE/MAX Landan Real Estate
107 Mckenna Crescent SE,549900,CA  AB T2Z 1Y6,Mckenzie Lake,5,2,1035,Century 21 Bravo Realty
416 Covecreek Circle NE,349999,CA  AB T3K 0W6,Coventry Station,2,2,729,Royal Lepage Metro
830 Memorial Dr NW #8,425000,CA  AB T2N 3C8,Sunnyside,1,1,959,Century 21 Bamber Realty Ltd.
725 4 St NE #103,340000,CA  AB T2E 3S7,Renfrew,2,1,790,Century 21 Bamber Realty Ltd.
87 Mahogany Way,899900,CA  AB T3M 1N5,Mahogany,5,3.5,2719,Real Broker
137 Cityside Rd NE,774900,CA  AB T3N 1H8,Cityscape,4,3.5,2182,RE/MAX Crown
3730 50 St NW #118,260000,CA  AB T3A 2V9,Varsity,2,1.5,1083,Royal Lepage Benchmark
